"Pais","Año","Sexo","Prev.cardiac","Prev.diab","Prev.hiper","Region","Media.obes","Porcentaje.gastos","Gasto.total","Porcentaje.gastos_log"
"Colombia",2005,"Women",-0.618824470218439,-0.341458589572358,-0.548738415377888,"Americas",-0.318566458687026,531.9808176,5.82,0.533435235253756
"Colombia",2006,"Women",-0.581300415725644,-0.270368550427773,-0.65107861718016,"Americas",-0.250465649187698,62.43710774,6.11,-0.501423370671539
"Colombia",2006,"Men",-0.580800094999073,-0.764162439770274,0.295568249490843,"Americas",-1.29467806151073,62.43710774,6.11,-0.501423370671539
"Colombia",2007,"Women",-0.603564688058036,-0.198351465058762,-0.727833768531863,"Americas",-0.178581461382851,780.5946749,6.25,0.719579623530316
"Colombia",2007,"Men",-0.613320942226162,-0.683121916031969,0.244398148589708,"Americas",-1.23162175641876,780.5946749,6.25,0.719579623530316
"Colombia",2008,"Women",-0.572920043555586,-0.125327745445119,-0.804588919883565,"Americas",-0.104175021374326,978.07041,6.62,0.829105926710199
"Colombia",2008,"Men",-0.599437042063828,-0.600805650681484,0.193228047688573,"Americas",-1.16982657742863,978.07041,6.62,0.829105926710199
"Colombia",2009,"Men",-0.684616645762473,-0.515877999342645,0.142057946787438,"Americas",-1.10677027233666,941.6464045,7.1,0.810672730261005
"Colombia",2009,"Women",-0.639963020916047,-0.0506832046708344,-0.906929121685836,"Americas",-0.0259852030602817,941.6464045,7.1,0.810672730261005
"Colombia",2010,"Women",-0.598311320429044,0.02612508162092,-0.983684273037539,"Americas",0.054726867457441,113.2436346,6.76,-0.215395991363829
"Colombia",2010,"Men",-0.635835374921839,-0.429529922096773,0.0653027954357346,"Americas",-1.04371396724469,113.2436346,6.76,-0.215395991363829
"Colombia",2011,"Women",-0.617823828765298,0.107015469101521,-1.06043942438924,"Americas",0.137961190178842,184.3073618,6.64,0.0197733733511953
"Colombia",2011,"Men",-0.64484114800011,-0.339124552483491,0.0141326945345995,"Americas",-0.98065766215272,184.3073618,6.64,0.0197733733511953
"Colombia",2012,"Women",-0.602939287149822,0.191506482694134,-1.13719457574094,"Americas",0.223717765103923,1487.896562,6.93,1.0329171688885
"Colombia",2012,"Men",-0.597560839339188,-0.243455300203388,-0.0370374063665356,"Americas",-0.920123609264428,1487.896562,6.93,1.0329171688885
"Colombia",2013,"Men",-0.576797529186509,-0.145008972379429,-0.0882075072676716,"Americas",-0.860850682477975,15.16255482,6.84,-1.16623806617107
"Colombia",2013,"Women",-0.567041275018382,0.27898511891938,-1.21394972709265,"Americas",0.308213213927164,15.16255482,6.84,-1.16623806617107
"Colombia",2014,"Men",-0.504125943652129,-0.0414548083082817,-0.139377608168807,"Americas",-0.802838881793362,1435.487755,7.2,1.01549436138819
