Zona,Indicador,Edad,Sexo,Año,Valor,Minimo valor,Maximo valor
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2011,"19,10","13,80","25,30"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2012,"18,70","13,20","25,20"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2013,"18,40","12,60","25,30"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2014,"18,00","12,00","25,20"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2015,"17,60","11,30","25,40"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2000,"33,30","25,50","41,40"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2001,"32,90","25,40","40,70"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2002,"32,40","25,10","40,10"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2003,"32,00","24,70","39,50"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2004,"31,50","24,60","38,80"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2005,"31,10","24,10","38,30"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2006,"30,70","23,80","38,00"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2007,"30,30","23,50","37,80"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2008,"29,90","23,10","37,40"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2009,"29,50","22,60","37,20"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2010,"29,20","22,00","37,20"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2011,"28,90","21,60","37,20"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2012,"28,60","20,90","37,30"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2013,"28,20","20,10","37,40"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2014,"27,90","19,40","37,70"
Argentina,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2015,"27,60","18,70","38,10"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2000,"38,60","26,90","51,00"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2001,"38,90","27,20","51,40"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2002,"39,20","27,50","51,60"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2003,"39,50","27,80","51,90"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2004,"39,80","28,20","52,20"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2005,"40,20","28,50","52,40"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2006,"40,60","28,90","52,70"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2007,"41,00","29,40","53,00"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2008,"41,30","29,80","53,20"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2009,"41,60","30,10","53,40"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2010,"41,90","30,30","53,80"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2011,"42,20","30,60","54,20"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2012,"42,30","30,70","54,60"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2013,"42,50","30,90","55,10"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2014,"42,60","30,80","55,50"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2015,"42,70","30,30","56,00"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2016,"42,80","30,00","56,80"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2017,"43,00","29,60","57,40"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2018,"43,10","28,80","58,10"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2019,"43,20","28,00","59,20"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2000,"39,10","26,40","53,10"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2001,"39,40","26,70","53,30"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2002,"39,70","27,10","53,70"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2003,"40,00","27,50","53,80"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2004,"40,20","27,80","54,10"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2005,"40,50","28,10","54,30"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2006,"40,80","28,40","54,40"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2007,"41,10","28,50","54,60"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2008,"41,30","28,80","54,80"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2009,"41,50","29,00","55,00"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2010,"41,60","29,10","55,20"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2011,"41,70","29,20","55,30"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2012,"41,70","29,10","55,30"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2013,"41,80","28,90","55,50"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2014,"41,80","28,60","55,30"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2015,"41,80","28,20","55,90"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2016,"41,80","27,80","56,50"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2017,"41,80","27,40","57,10"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2018,"41,90","26,70","57,90"
Antigua and Barbuda,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2019,"41,90","25,90","58,60"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2000,"62,10","38,40","82,20"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2001,"62,90","39,10","82,50"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2002,"63,70","39,90","83,10"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2003,"64,60","41,10","83,80"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2004,"65,40","41,90","84,40"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2005,"66,30","42,90","84,90"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2006,"67,10","43,70","85,40"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2007,"67,90","44,70","85,90"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2008,"68,60","45,70","86,30"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2009,"69,30","46,70","86,70"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2010,"69,90","47,70","86,80"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2011,"70,50","48,40","87,00"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2012,"70,90","49,00","87,30"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2013,"71,20","49,70","87,60"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2014,"71,50","49,80","87,90"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2015,"71,70","49,60","87,90"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2016,"71,80","49,30","88,20"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2017,"71,80","48,70","88,70"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2018,"71,80","47,90","89,10"
Antigua and Barbuda,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2019,"71,80","47,00","89,70"
